Order ID,Customer ID,Customer Country,Order Datetime,Order Source,Sales POC,Order Value
1679923,1835,Finland,23-02-2023 23:59,Whatsapp,Diego Freyre,2710
679845,95,India,24-02-2023 00:06,Other,Eric Natividad,8415
1338945,627,Finland,24-02-2023 00:15,Whatsapp,Peter Ferguson,4854
946964,281,USA,24-02-2023 00:44,Website,Jeff Young,6535
723480,1961,Germany,24-02-2023 00:47,App,Allen Nelson,8332
172649,1816,Spain,24-02-2023 00:55,Whatsapp,William Brown,6377
364332,1169,France,24-02-2023 01:00,Other,Sue Taylor,6539
146917,183,India,24-02-2023 01:46,Other,Julie King,2595
1245959,1983,Spain,24-02-2023 22:52,Other,Violeta Benitez,774
944561,1343,USA,24-02-2023 23:00,App,Palle Ibsen,439
1079225,1393,Italy,24-02-2023 23:08,Other,Valarie Young,3345
813819,437,USA,24-02-2023 23:21,App,Eduardo Saavedra,8001
353572,1346,USA,24-02-2023 23:36,Whatsapp,Valarie Young,4976
66118,1425,Australia,25-02-2023 00:11,Other,Akiko Shimamura,1282
706725,1812,Spain,25-02-2023 00:16,Website,Eric Natividad,7569
1437527,1495,Denmark,25-02-2023 00:47,Website,Dan Lewis,2234
832361,1891,Singapore,25-02-2023 00:50,Other,Eric Natividad,6245
370729,1170,Germany,25-02-2023 02:00,App,Daniel Tonini,2725
178761,1021,Singapore,25-02-2023 22:36,Website,Juri Hirano,2487
926206,41,Australia,25-02-2023 23:00,App,Kalle Suominen,3952
1585349,716,India,25-02-2023 23:13,App,Matti Karttunen,9212
1322635,481,Australia,25-02-2023 23:46,Whatsapp,Valarie Nelson,1854
606775,834,Finland,25-02-2023 23:52,Other,Julie Murphy,7873
1054639,1865,France,26-02-2023 00:00,Whatsapp,Maria Larsson,4421
867012,557,Germany,26-02-2023 00:16,App,Helen Bennett,7900
1254071,1367,Italy,26-02-2023 00:26,Whatsapp,Julie Brown,3090
1297796,640,France,26-02-2023 00:40,App,Diego Freyre,9438
362049,1594,Australia,26-02-2023 01:29,Other,Michael Frick,4382
1045182,862,USA,26-02-2023 01:40,Whatsapp,Julie Murphy,8821
1033877,13,Spain,26-02-2023 01:42,Whatsapp,Victoria Ashworth,4612
1111675,665,France,26-02-2023 23:36,Other,Dominique Perrier,5031
1252385,958,USA,26-02-2023 23:38,App,Arnold Cruz,9723
423114,1201,France,26-02-2023 23:50,Website,Adrian Huxley,6057
1313997,1327,France,27-02-2023 00:04,Website,Francisca Cervantes,8609
720311,425,India,27-02-2023 00:22,Website,Diego Freyre,4868
434591,1450,France,27-02-2023 01:00,Other,Roland Keitel,4060
1545246,1069,Australia,27-02-2023 01:13,Website,Wendy Victorino,5132
734939,1797,USA,27-02-2023 01:23,Website,Peter Ferguson,5602
425030,1231,Austria,27-02-2023 01:24,Whatsapp,Allen Nelson,5268
877784,422,India,27-02-2023 22:50,Other,Eric Natividad,9049
1502209,1512,Denmark,27-02-2023 23:36,Website,Ann Brown,9349
456612,1240,Germany,28-02-2023 00:33,Whatsapp,Pascale Cartrain,1900
1265561,1,France,28-02-2023 00:34,Website,Kalle Suominen,3338
125939,213,USA,28-02-2023 00:53,Whatsapp,Jytte Petersen,6023
841572,622,India,28-02-2023 22:36,App,Jeff Young,7748
768093,680,USA,01-03-2023 00:30,Other,Arnold Cruz,8126
745795,919,Denmark,01-03-2023 00:51,Other,Steve Thompson,8983
1138694,1525,Italy,01-03-2023 01:28,Website,Diego Freyre,1217
1076092,1938,USA,01-03-2023 01:34,Other,Diego Freyre,698
584321,1108,India,01-03-2023 23:28,App,Valarie Young,6956
109103,856,USA,01-03-2023 23:29,App,Julie Brown,936
640940,1725,USA,01-03-2023 23:36,Whatsapp,Yoshi Tannamuri,3582
174998,1303,Spain,01-03-2023 23:52,Whatsapp,Miguel Barajas,5209
690697,1330,Australia,02-03-2023 00:12,Website,Wendy Victorino,2726
1163648,958,USA,02-03-2023 00:57,App,Giovanni Rovelli,9428
1061512,666,France,02-03-2023 01:24,Whatsapp,Jean Fresnisre,1743
113406,1911,Australia,02-03-2023 01:48,Other,Elizabeth Devon,2500
485658,1222,Spain,03-03-2023 00:04,Whatsapp,Wendy Victorino,6370
1287324,819,Ireland,03-03-2023 00:06,Whatsapp,Sue Frick,930
510541,1007,USA,03-03-2023 00:11,Whatsapp,Sue Taylor,8601
954631,1868,France,03-03-2023 00:28,Other,Sue Frick,8020
1529840,1794,Australia,03-03-2023 00:33,Whatsapp,Victoria Ashworth,1054
1276372,414,India,03-03-2023 00:53,Other,Allen Nelson,1465
20342,451,Norway,03-03-2023 00:58,Other,Maria Hernandez,3940
508989,1307,France,03-03-2023 01:06,Other,Roland Keitel,3733
1550175,308,Spain,03-03-2023 23:39,Website,Julie Murphy,6486
1171525,602,Austria,03-03-2023 23:49,Other,Michael Donnermeyer,849
723357,1297,USA,04-03-2023 01:05,Website,Laurence Lebihan,4674
943915,778,France,04-03-2023 01:32,Other,Anna O'Hara,8064
1665167,479,Finland,04-03-2023 01:46,App,Diego Freyre,6692
366719,1505,USA,04-03-2023 23:03,Other,Steve Thompson,7878
920645,1851,Spain,05-03-2023 00:58,Website,Miguel Barajas,620
1668081,1858,USA,05-03-2023 01:04,App,Elizabeth Lincoln,7774
754290,977,India,05-03-2023 01:51,App,Catherine Dewey,7063
1487429,1983,Spain,05-03-2023 23:31,Whatsapp,Anna O'Hara,5465
1318274,304,India,05-03-2023 23:33,Website,Valarie Nelson,2657
386885,1647,USA,06-03-2023 00:29,App,Maurizio Moroni,9165
1638963,1152,Spain,06-03-2023 01:32,Website,Roland Keitel,1352
1376435,145,Italy,06-03-2023 23:40,App,Kalle Suominen,8109
495154,1911,Australia,06-03-2023 23:55,App,Pirkko Koskitalo,5800
69918,1378,Spain,07-03-2023 00:09,App,Violeta Benitez,8657
316324,1564,Singapore,07-03-2023 00:20,Whatsapp,Diego Freyre,1285
1213449,729,Italy,07-03-2023 00:23,Other,Violeta Benitez,3344
1580103,689,France,07-03-2023 00:57,Other,Anna O'Hara,5667
1075177,161,France,07-03-2023 22:36,App,Diego Freyre,1124
1018548,442,USA,07-03-2023 23:24,App,William Brown,8622
1569922,1948,USA,07-03-2023 23:40,Website,William Brown,3425
962712,340,France,08-03-2023 00:19,Website,Dean Cassidy,1633
1670695,48,USA,08-03-2023 00:34,App,Christina Berglund,8888
1068168,1101,India,08-03-2023 01:22,App,Akiko Shimamura,5967
141024,1436,Spain,08-03-2023 02:00,Other,Marie Bertrand,9491
185809,1830,Australia,08-03-2023 02:07,Whatsapp,Wing C Tam,3863
1070297,1978,Spain,08-03-2023 22:34,Whatsapp,Sue King,904
474022,1063,India,08-03-2023 22:52,Other,Palle Ibsen,2476
4111,1367,Italy,08-03-2023 22:52,App,Juri Hirano,7800
405184,1848,USA,08-03-2023 23:05,Other,Sue Frick,7111
719899,748,USA,08-03-2023 23:29,App,Marie Bertrand,2445
906886,373,India,09-03-2023 00:47,Other,Daniel Tonini,7915
1150741,304,India,09-03-2023 01:26,Other,Valarie Franco,9404
1630634,400,Australia,10-03-2023 01:04,Whatsapp,Eric Natividad,4641
1085382,969,USA,10-03-2023 01:10,Other,Anna O'Hara,5959
1311873,990,Germany,10-03-2023 01:11,Website,Valarie Thompson,2981
1218403,1583,Singapore,10-03-2023 01:20,Other,Frederique Citeaux,8012
1033000,327,India,10-03-2023 23:26,Whatsapp,Valarie Nelson,3478
305282,1594,Australia,11-03-2023 00:20,App,Eric Natividad,2529
696860,270,Australia,11-03-2023 00:55,Other,Peter Ferguson,4174
488698,1714,Spain,11-03-2023 01:15,Website,Valarie Nelson,5107
453466,637,USA,11-03-2023 01:23,Other,Violeta Benitez,6625
1097967,1097,India,11-03-2023 01:44,Other,Valarie Nelson,9517
1356717,59,Australia,11-03-2023 22:29,App,Steve Frick,4472
286598,1903,Australia,12-03-2023 00:54,Whatsapp,Diego Freyre,8252
431955,997,India,12-03-2023 01:01,Whatsapp,Maurizio Moroni,9387
857496,597,France,12-03-2023 01:04,Website,Diego Freyre,4933
1449763,465,USA,12-03-2023 01:07,App,Matti Karttunen,425
1134801,430,India,12-03-2023 23:29,Website,Diego Freyre,3505
1074708,647,Australia,12-03-2023 23:36,App,Valarie Nelson,7648
979166,995,France,12-03-2023 23:36,App,Julie Murphy,6809
685513,252,USA,13-03-2023 00:17,Other,Valarie Young,7916
533187,1510,Norway,13-03-2023 01:04,Other,Diego Freyre,825
510478,12,Spain,13-03-2023 23:14,App,Sue King,4788
1599499,427,India,13-03-2023 23:51,Website,Steve Frick,3608
78613,784,USA,14-03-2023 00:02,Whatsapp,Jean Fresnisre,6104
1365442,1707,France,14-03-2023 00:17,Other,Julie Brown,8105
1008914,247,France,14-03-2023 00:38,Website,Peter Ferguson,1718
94344,1122,Germany,14-03-2023 00:49,Whatsapp,Valarie Franco,5649
834746,1204,USA,14-03-2023 00:51,Whatsapp,Valarie Franco,3237
1201138,1342,USA,14-03-2023 00:57,Website,Michael Chandler,6081
598766,426,Singapore,14-03-2023 23:25,Whatsapp,Maria Larsson,6288
1003833,1270,USA,14-03-2023 23:37,App,Diego Freyre,5170
903650,1971,Spain,14-03-2023 23:46,Whatsapp,Adrian Huxley,8993
248737,109,USA,15-03-2023 00:38,Website,Veysel Oeztan,1887
1059711,1479,USA,15-03-2023 01:01,Other,Eduardo Saavedra,5593
485583,399,India,15-03-2023 01:33,Website,Paolo Accorti,5485
1115208,1777,USA,15-03-2023 22:39,Whatsapp,Juri Yoshido,1807
442842,226,USA,15-03-2023 22:50,App,Georg Pipps,4064
1610660,1126,France,15-03-2023 23:51,Website,Eric Natividad,4580
649787,132,Spain,16-03-2023 00:42,Website,Valarie Young,8578
661163,1426,USA,16-03-2023 00:50,Whatsapp,Wing C Tam,5069
924612,549,USA,16-03-2023 00:54,App,Diego Freyre,7323
619949,1002,India,16-03-2023 01:14,App,Julie Brown,1392
764467,1998,Australia,16-03-2023 01:37,Whatsapp,Sean Connery,7362
1358333,1755,Spain,16-03-2023 23:13,App,Giovanni Rovelli,1585
20076,446,USA,16-03-2023 23:20,Website,Eric Natividad,2311
99495,1957,USA,16-03-2023 23:31,Website,Marta Hernandez,1403
721384,922,Switzerland,17-03-2023 00:04,Whatsapp,Valarie Nelson,1833
281193,1522,USA,17-03-2023 00:14,Website,Arnold Cruz,6173
331297,1595,USA,17-03-2023 00:16,App,Michael Holz,7756
889356,1246,France,17-03-2023 00:39,Other,Anna O'Hara,2670
588548,442,USA,17-03-2023 00:42,Whatsapp,Diego Freyre,4334
1550005,1984,Australia,17-03-2023 00:55,Website,Yoshi Tannamuri,2075
332513,164,USA,17-03-2023 01:16,App,Henriette Pfalzheim,9265
193342,1974,USA,17-03-2023 01:43,Other,Kyung Yu,242
229843,1527,Italy,17-03-2023 22:58,Other,Wing C Tam,4155
11114,563,France,17-03-2023 23:16,Website,Kwai Yu,6371
316858,1140,Finland,18-03-2023 00:39,Other,Laurence Lebihan,3160
15113,252,USA,18-03-2023 02:00,App,Elizabeth Devon,2730
1228500,355,France,18-03-2023 22:32,Whatsapp,Valarie Thompson,8156
43427,1066,India,18-03-2023 23:24,Whatsapp,Rosa Hernandez,959
447917,359,France,18-03-2023 23:46,Website,Jeff Young,9321
971900,1424,Spain,19-03-2023 00:16,Whatsapp,Diego Freyre,4454
858083,569,USA,19-03-2023 00:25,Website,Victoria Ashworth,5575
118960,1265,USA,19-03-2023 00:27,Website,Kwai Yu,3942
754474,48,USA,19-03-2023 22:54,Whatsapp,Laurence Lebihan,5288
315549,108,Spain,19-03-2023 23:39,Whatsapp,Julie Brown,7653
1079355,1469,Italy,19-03-2023 23:46,Website,Victoria Ashworth,3196
180775,645,Denmark,20-03-2023 00:05,Website,Elizabeth Devon,4981
1366955,1529,Finland,20-03-2023 00:45,Website,Mart¡n Sommer,5336
1414158,789,France,20-03-2023 01:05,App,Michael Frick,8686
155501,1703,France,20-03-2023 23:28,Whatsapp,Kyung Yu,2102
899461,1382,Spain,21-03-2023 00:18,App,Steve Thompson,6071
1672350,1440,Spain,21-03-2023 00:53,Website,Pirkko Koskitalo,4066
57568,464,Italy,21-03-2023 00:54,Website,Veysel Oeztan,5877
1555572,1665,Switzerland,21-03-2023 01:03,App,Diego Freyre,1259
247239,1643,Australia,21-03-2023 01:42,Website,Anna O'Hara,9225
17912,498,Germany,21-03-2023 22:56,Other,Juri Hirano,9179
284363,100,Ireland,21-03-2023 23:28,Website,Veysel Oeztan,3844
993889,562,Singapore,21-03-2023 23:36,Other,Carine Schmitt,2862
64461,1755,Spain,21-03-2023 23:38,Whatsapp,Kwai Yu,7725
698222,1836,France,22-03-2023 00:05,Website,Anna O'Hara,1804
772763,452,Spain,22-03-2023 00:10,Whatsapp,Carine Schmitt,5141
706153,1053,India,22-03-2023 00:32,App,Diego Freyre,777
1420227,1540,Australia,22-03-2023 00:32,Website,Valarie Nelson,615
679362,955,India,22-03-2023 00:34,App,Michael Chandler,1750
423933,703,USA,22-03-2023 01:31,Whatsapp,Arnold Cruz,4027
1449918,1881,France,22-03-2023 01:51,Website,Kee Kuo,8835
1585425,1009,USA,22-03-2023 23:33,Other,Jonas Bergulfsen,3322
533511,615,France,23-03-2023 00:04,Website,Wendy Victorino,4159
835376,1936,Australia,23-03-2023 00:22,App,Dean Cassidy,6418
1165044,1562,Spain,23-03-2023 00:43,Whatsapp,Matti Karttunen,8271
1326076,1939,USA,23-03-2023 00:54,App,Roland Mendel,9937
1198103,485,France,24-03-2023 01:56,App,Adrian Huxley,1994
670170,1773,USA,24-03-2023 22:52,Whatsapp,Palle Ibsen,877
1452251,1276,France,24-03-2023 22:54,Other,Paul Henriot,9140
419211,1044,India,24-03-2023 23:50,Other,Rosa Hernandez,4918
769050,1934,Spain,25-03-2023 00:01,App,Diego Freyre,1290
95500,158,USA,25-03-2023 00:51,Whatsapp,Leslie Murphy,7674
1064785,1063,India,25-03-2023 00:58,Whatsapp,Maria Hernandez,9830
914647,1671,USA,25-03-2023 01:58,Website,Dan Lewis,7025
1000651,1883,USA,25-03-2023 22:47,Whatsapp,Diego Freyre,1594
1586149,1596,USA,25-03-2023 23:29,App,Georg Pipps,5945
1411455,1416,USA,25-03-2023 23:35,Other,Daniel Tonini,8932
157238,1100,Spain,26-03-2023 00:34,Other,Daniel Tonini,5281
1163680,485,France,26-03-2023 00:35,App,Georg Pipps,890
1221647,113,USA,26-03-2023 00:36,Website,Leslie Young,6210
1358679,144,Denmark,26-03-2023 01:01,Website,Ann Brown,3276
417613,1547,France,26-03-2023 01:23,Website,Elizabeth Devon,8023
1677682,1224,France,26-03-2023 22:55,Other,Mory Kentary,8833
561728,1193,Italy,26-03-2023 23:02,Website,Carine Schmitt,9790
111992,1515,USA,26-03-2023 23:02,App,Henriette Pfalzheim,9312
479589,180,USA,26-03-2023 23:48,Other,Victoria Ashworth,9486
352076,393,India,26-03-2023 23:56,App,Daniel Tonini,4290
1196110,1746,Italy,27-03-2023 00:27,Other,Valarie Nelson,4222
627473,1766,Spain,27-03-2023 00:56,Whatsapp,Diego Freyre,5427
749692,184,Singapore,27-03-2023 01:08,Website,Daniel Tonini,6601
202059,712,USA,27-03-2023 01:24,Whatsapp,Valarie Nelson,7202
965923,1883,USA,27-03-2023 01:40,Other,Valarie Nelson,1548
1682358,567,Australia,27-03-2023 23:19,Website,Helen Bennett,4540
1371197,1891,Singapore,28-03-2023 00:12,App,Jose Pedro Roel,5430
721298,1717,Australia,28-03-2023 00:54,Whatsapp,Diego Freyre,3875
961533,424,Spain,28-03-2023 00:56,Website,Jose Pedro Roel,1084
421505,1088,India,28-03-2023 01:26,Other,Diego Freyre,6441
1521124,1828,Finland,28-03-2023 01:53,Whatsapp,Eric Natividad,8408
731345,1365,USA,28-03-2023 22:59,Website,Miguel Barajas,5198
63153,765,Norway,28-03-2023 23:27,Whatsapp,Kyung Yu,5427
1005091,750,Finland,29-03-2023 23:19,App,Diego Freyre,6680
393726,1676,Austria,29-03-2023 23:56,Website,Giovanni Rovelli,2852
599162,818,France,30-03-2023 00:07,Website,Daniel Tonini,6921
996729,1416,USA,30-03-2023 00:24,Website,Julie King,3726
81061,676,India,30-03-2023 00:28,Website,Francisca Cervantes,4219
404150,1902,Austria,30-03-2023 00:29,Website,Diego Freyre,5798
1508428,1815,Austria,30-03-2023 00:48,Other,Valarie Nelson,5995
814175,836,India,30-03-2023 00:55,Website,Valarie Thompson,7467
1314166,1145,USA,30-03-2023 01:28,Other,Christina Berglund,9152
718344,375,Australia,30-03-2023 23:21,Whatsapp,Palle Ibsen,1580
1590156,131,Italy,30-03-2023 23:46,App,Diego Freyre,8404
591821,359,France,31-03-2023 00:28,App,Christina Berglund,8262
1438232,1388,Singapore,31-03-2023 00:48,Whatsapp,Janine Labrune,8781
1343925,1400,USA,31-03-2023 00:50,Website,Frederique Citeaux,9178
44275,423,Singapore,31-03-2023 01:45,App,Janine Labrune,7290
972030,854,USA,31-03-2023 01:46,Whatsapp,Diego Freyre,6426
1643238,455,Germany,31-03-2023 02:00,Whatsapp,Diego Freyre,3777
746060,1477,Spain,31-03-2023 23:52,App,Mary Saveley,1387
800145,653,France,01-04-2023 00:49,,Miguel Barajas,2086
1114314,1192,USA,01-04-2023 00:56,,Michael Frick,3962
670916,1977,USA,01-04-2023 01:10,,Marie Bertrand,9847
238602,153,USA,01-04-2023 01:12,,Jonas Bergulfsen,951
1056575,1149,USA,01-04-2023 01:23,,Ann Brown,1439
801394,1922,Spain,01-04-2023 01:46,,Henriette Pfalzheim,5526
298715,1706,USA,01-04-2023 23:52,,Kalle Suominen,5256
411108,258,India,01-04-2023 23:57,,Sue Taylor,4801
1536982,742,USA,02-04-2023 00:12,Other,Julie King,5486
1079090,1368,USA,02-04-2023 00:15,Website,Valarie Nelson,6597
762584,226,USA,02-04-2023 01:12,Whatsapp,Jytte Petersen,6342
251278,1591,USA,02-04-2023 23:05,Other,Diego Freyre,2551
50499,639,USA,02-04-2023 23:08,Website,Tony Calaghan,3514
1407976,569,USA,02-04-2023 23:21,Other,Steve Thompson,8751
760774,63,Norway,03-04-2023 00:10,Website,Diego Freyre,2846
1409687,1475,Spain,03-04-2023 00:54,Whatsapp,Paolo Accorti,3268
1034415,427,India,03-04-2023 00:59,Website,Laurence Lebihan,3464
108586,1584,USA,03-04-2023 02:26,Other,Allen Nelson,4335
1409253,1099,France,03-04-2023 23:29,Whatsapp,Diego Freyre,136
209068,1704,USA,03-04-2023 23:48,Whatsapp,Diego Freyre,119
561976,286,USA,04-04-2023 00:15,Other,Steve Frick,3146
1383522,1792,Denmark,04-04-2023 00:55,Whatsapp,Jose Pedro Roel,9147
521015,1351,Spain,04-04-2023 01:09,Website,Diego Freyre,9200
701802,151,Germany,04-04-2023 01:12,Other,Frederique Citeaux,927
272165,1133,India,04-04-2023 01:16,Other,Sue Taylor,6204
1312407,183,India,04-04-2023 01:19,App,Catherine Dewey,9002
1490458,1820,USA,04-04-2023 01:19,Whatsapp,Dominique Perrier,3873
938620,1556,Australia,04-04-2023 01:54,Website,Victoria Ashworth,1142
1232656,888,Denmark,04-04-2023 02:58,Other,Christina Berglund,1139
968680,362,India,04-04-2023 22:53,Other,Marie Bertrand,4761
106294,1011,France,04-04-2023 22:59,Whatsapp,Laurence Lebihan,4430
1258245,1654,USA,04-04-2023 23:52,App,Michael Holz,3634
930552,1605,Spain,05-04-2023 00:14,Other,Sue King,6840
914311,1127,Norway,05-04-2023 00:17,Whatsapp,Valarie Nelson,6090
1393397,73,Germany,05-04-2023 00:32,Other,Paul Henriot,7174
1003235,1435,France,05-04-2023 02:22,Whatsapp,Julie Young,9029
719496,958,USA,05-04-2023 23:14,App,Christina Berglund,8062
563575,947,Australia,05-04-2023 23:41,App,Akiko Shimamura,2260
75706,737,India,05-04-2023 23:51,Website,Valarie Thompson,989
1681720,71,India,06-04-2023 00:24,Other,Michael Donnermeyer,1552
308888,731,France,06-04-2023 01:09,Website,Kyung Tseng,5383
1164859,1620,USA,06-04-2023 22:39,Whatsapp,Wing C Tam,7286
941315,1856,USA,07-04-2023 00:11,App,Diego Freyre,6848
700751,1082,India,07-04-2023 00:29,Whatsapp,Diego Freyre,1547
837272,924,India,07-04-2023 00:55,App,Roland Keitel,3774
1069668,517,Australia,07-04-2023 01:00,Website,Roland Keitel,8146
952618,1539,USA,07-04-2023 01:09,Other,Violeta Benitez,1048
187527,877,India,07-04-2023 01:22,Whatsapp,Leslie Murphy,6774
1616804,902,USA,07-04-2023 23:00,App,Diego Freyre,8265
1316887,1739,Spain,07-04-2023 23:33,Website,Diego Freyre,951
1060684,1252,USA,07-04-2023 23:50,Other,Mary Saveley,4684
814705,1590,Singapore,08-04-2023 00:27,Whatsapp,Kyung Tseng,6227
1046125,1258,USA,08-04-2023 00:29,Other,Peter Ferguson,9104
1056320,856,USA,08-04-2023 01:13,Whatsapp,Eric Natividad,6535
1424531,1425,Australia,08-04-2023 22:59,App,Peter Ferguson,5390
897997,1884,USA,08-04-2023 23:06,App,Yoshi Tannamuri,1149
1031756,1053,India,08-04-2023 23:56,Website,Wendy Victorino,8172
1420448,1708,France,09-04-2023 23:37,Website,Catherine Dewey,5060
1386601,1276,France,10-04-2023 00:40,App,Valarie Nelson,4677
959447,336,Spain,10-04-2023 01:31,Whatsapp,Kalle Suominen,7839
471691,1279,USA,10-04-2023 01:45,Website,Wendy Victorino,1314
238793,1574,Austria,10-04-2023 02:05,Whatsapp,Marie Bertrand,3650
1054349,1473,USA,10-04-2023 23:29,Other,Janine Labrune,4060
260615,1539,USA,10-04-2023 23:31,App,Kalle Suominen,3646
149497,931,USA,10-04-2023 23:39,Other,Juri Hirano,7840
740082,736,USA,10-04-2023 23:51,App,Mart¡n Sommer,2994
1556551,556,France,11-04-2023 00:35,App,Giovanni Rovelli,4482
127349,620,Singapore,11-04-2023 00:36,Whatsapp,Jeff Young,4477
1630533,450,Italy,11-04-2023 00:46,Other,Diego Freyre,1269
1015146,1469,Italy,11-04-2023 01:22,Website,Helen Bennett,9395
623935,1278,USA,11-04-2023 01:24,Other,Maria Larsson,7665
241257,1374,France,11-04-2023 01:34,Other,Paul Henriot,6819
864174,1442,USA,11-04-2023 01:45,Website,Jesus Fernandez,1523
299065,177,India,11-04-2023 22:47,Other,Matti Karttunen,7292
1350108,453,France,11-04-2023 23:11,Website,Arnold Cruz,4256
921826,1677,Italy,11-04-2023 23:58,Other,Matti Karttunen,1726
1475178,466,Italy,12-04-2023 00:10,Whatsapp,Mory Kentary,1408
1650779,1034,Italy,12-04-2023 00:48,Other,Diego Freyre,8843
1635379,1673,Spain,12-04-2023 00:48,Whatsapp,Wing C Tam,5543
1068397,3,USA,12-04-2023 01:01,Other,Julie Brown,9183
1336012,856,USA,12-04-2023 23:39,Whatsapp,Michael Holz,7915
1589657,880,India,12-04-2023 23:45,Other,Diego Freyre,3223
723458,1716,USA,13-04-2023 00:07,Whatsapp,Valarie Nelson,946
1589059,1381,USA,13-04-2023 00:48,Website,Peter Ferguson,8578
686952,1685,USA,13-04-2023 00:58,App,Valarie Franco,6047
1025560,1534,USA,13-04-2023 01:47,Other,Valarie Nelson,3748
517514,459,Italy,13-04-2023 22:55,Other,Daniel Tonini,1379
318630,137,India,13-04-2023 23:22,Whatsapp,Annette Roulet,9655
750826,451,Norway,13-04-2023 23:39,Website,Peter Ferguson,9467
1649120,74,USA,14-04-2023 00:28,App,Julie Brown,4798
1259696,1798,USA,14-04-2023 00:38,Website,Christina Berglund,4028
53119,1257,USA,14-04-2023 01:28,App,Kwai Yu,6403
813822,894,Australia,14-04-2023 22:50,Whatsapp,Michael Chandler,3283
1657013,1799,France,15-04-2023 00:19,Whatsapp,Jonas Bergulfsen,5240
1483931,1980,Switzerland,15-04-2023 01:24,Website,William Brown,4382
1604289,214,USA,15-04-2023 01:58,Website,Adrian Huxley,9600
568873,435,India,15-04-2023 22:41,Other,Adrian Huxley,8247
289906,1349,Australia,15-04-2023 23:54,Other,Eric Natividad,2771
1509554,610,France,16-04-2023 00:34,App,Yoshi Tannamuri,4098
680722,1278,USA,16-04-2023 02:00,Website,Jean Fresnisre,421
1162786,1923,Italy,16-04-2023 22:31,Website,Diego Freyre,3405
185213,868,Switzerland,16-04-2023 22:40,App,Maurizio Moroni,4245
1278929,413,Spain,16-04-2023 23:26,Website,Francisca Cervantes,6020
1679147,696,France,16-04-2023 23:36,Other,Sue Frick,4669
1190330,1176,USA,17-04-2023 00:26,Whatsapp,Wendy Victorino,5495
1149488,1235,Singapore,17-04-2023 00:36,Website,Jose Pedro Roel,2062
83818,827,Singapore,17-04-2023 00:40,App,Pirkko Koskitalo,7643
214251,1952,USA,17-04-2023 00:57,Whatsapp,Michael Holz,492
823894,700,USA,17-04-2023 00:58,Website,Ann Brown,1666
208396,186,Singapore,17-04-2023 01:39,Whatsapp,Henriette Pfalzheim,9712
964075,162,USA,17-04-2023 23:22,Other,Diego Freyre,1275
1563696,1079,India,17-04-2023 23:39,Website,Steve Frick,2297
1336827,1247,USA,17-04-2023 23:41,App,Henriette Pfalzheim,8526
628471,240,USA,17-04-2023 23:59,Whatsapp,Elizabeth Lincoln,9883
310236,839,India,18-04-2023 00:04,Website,Akiko Shimamura,221
400313,899,USA,18-04-2023 00:43,Whatsapp,Jan Klaeboe,6891
1290822,430,India,18-04-2023 01:22,App,Frederique Citeaux,3136
1232244,1686,France,18-04-2023 01:45,Whatsapp,Janine Labrune,7689
795276,836,India,18-04-2023 22:55,Whatsapp,Henriette Pfalzheim,1032
426056,1138,Australia,18-04-2023 23:44,App,Valarie Young,3481
84351,1331,USA,19-04-2023 00:13,Whatsapp,Julie Brown,4824
1244097,380,France,19-04-2023 00:22,Whatsapp,Diego Freyre,1026
1093314,1576,USA,19-04-2023 00:44,Website,Wendy Victorino,1562
1175716,1442,USA,19-04-2023 00:48,Website,Akiko Shimamura,9617
883228,1251,USA,19-04-2023 01:24,Other,Leslie Murphy,381
1500373,746,USA,19-04-2023 22:50,Whatsapp,Jeff Young,1017
1643298,1699,Australia,19-04-2023 23:45,Website,Paul Henriot,6207
130920,1099,France,19-04-2023 23:47,App,Wing C Tam,5261
250181,1583,Singapore,20-04-2023 00:12,Other,Henriette Pfalzheim,4036
756887,1676,Austria,20-04-2023 00:49,Whatsapp,Valarie Nelson,5656
152504,280,USA,20-04-2023 01:03,Whatsapp,Francisca Cervantes,6681
946141,1208,USA,20-04-2023 01:26,Other,Julie King,6931
550510,536,Germany,20-04-2023 23:35,Whatsapp,William Brown,4540
1343766,1191,Australia,21-04-2023 00:01,App,Valarie Nelson,7282
1124146,1501,USA,21-04-2023 00:24,Website,Kalle Suominen,3329
476585,645,Denmark,21-04-2023 00:30,App,Marie Bertrand,7949
375276,1524,France,21-04-2023 01:16,App,Allen Nelson,4766
1323847,1742,USA,21-04-2023 01:37,Whatsapp,Allen Nelson,4644
292907,1829,Australia,22-04-2023 00:05,Website,Roland Keitel,4040
1508121,1786,Singapore,22-04-2023 00:58,Whatsapp,Wendy Victorino,4650
1474744,1900,Singapore,22-04-2023 00:58,Website,Juri Hirano,9529
721053,579,USA,23-04-2023 00:03,Other,Akiko Shimamura,5093
590947,1745,USA,23-04-2023 00:56,Website,Georg Pipps,7772
233843,1577,France,23-04-2023 00:58,Website,Kyung Yu,6392
1494087,118,USA,23-04-2023 01:37,Website,Kee Kuo,6162
723551,1849,Denmark,23-04-2023 01:40,App,Julie Brown,6416
1370775,462,USA,23-04-2023 01:49,Website,Wendy Victorino,1949
1564926,1519,Spain,23-04-2023 22:50,App,Eduardo Saavedra,6988
750814,862,USA,23-04-2023 23:47,Other,Julie Murphy,1843
547283,1363,France,24-04-2023 00:04,Whatsapp,Dan Lewis,2149
732319,1802,France,24-04-2023 00:07,Other,Roland Keitel,3911
